objectid,NTA,Neighborhood,Borough,Postcode,Restaurant Name,Business Address,Bulding Number,Street,globalid,Seating Interest (Sidewalk/Roadway/Both),Legal Business Name,Doing Business As (DBA),Food Service Establishment Permit #,Sidewalk Dimensions (Length),Sidewalk Dimensions (Width),Sidewalk Dimensions (Area),Roadway Dimensions (Length),Roadway Dimensions (Width),Roadway Dimensions (Area),Approved for Sidewalk Seating,Approved for Roadway Seating,Qualify Alcohol,SLA Serial Number,SLA License Type,Landmark District or Building,landmarkDistrict_terms,healthCompliance_terms,Time of Submission,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,Zip Code,Neighborhood 2
6670,Park Slope-Gowanus,Park Slope-Gowanus,Brooklyn,11215,The Owl Farm,"297 9th Street, Brooklyn, NY",1900-10-23T00:00:00.000,9th Street,{EFCA4DE8-A181-4E75-8D24-EEE6C6A2FEB4},sidewalk,Redwood Brooklyn LLC,The Owl Farm,41675807,24,18,432,,,,yes,no,yes,1261695,OP,no,,yes,7/1/2020,40.669474,-73.9869,306,39,137,3022100,3010040049,,
6676,Park Slope-Gowanus,Park Slope-Gowanus,Brooklyn,11215,The Bell House,"149 7th Street, Brooklyn, NY",1900-05-28T00:00:00.000,7th Street,{CAE531BC-4ABB-413A-88AE-4D513E3EE0B8},both,"Clay Farm, LLC",The Bell House,41350966,87,8,696,87,8,696,yes,yes,yes,1210694,OP,no,,yes,7/1/2020,40.673531,-73.991766,306,39,119,3021555,3009910068,,
6769,Park Slope-Gowanus,Park Slope-Gowanus,Brooklyn,11217,Artichoke Basille's Pizza,"59 5th Avenue, Brooklyn, NY",1900-02-28T00:00:00.000,5th Avenue,{F3611248-50D3-40CF-8653-AF2B9DAA85F6},both,Artichoke Park Slope LLC,Artichoke Basille's Pizza,50038979,14,8,112,14,8,112,yes,yes,yes,1290037,RW,no,,yes,7/1/2020,40.681009,-73.977336,306,39,12902,3018578,3009330003,,
6852,Park Slope-Gowanus,Park Slope-Gowanus,Brooklyn,11217,Kung Fu Tea,"76 5th Ave, Brooklyn, NY",1900-03-16T00:00:00.000,5th Ave,{324FEEC6-30FF-4F73-8D5C-40DF1D0F3081},roadway,H & E Wu Enterprise Inc.,Kung Fu Tea,50092823,,,,12,8,96,no,yes,no,,,no,,yes,7/1/2020,40.680691,-73.977574,306,39,12901,3018666,3009340041,,
6868,Park Slope-Gowanus,Park Slope-Gowanus,Brooklyn,11215,Purity Diner,"289  7th Avenue , Brooklyn, NY",1900-10-15T00:00:00.000,7th Avenue,{B043B9DA-E115-4B63-8633-868C130E8D52},both,"Seventh Avenue Enterprises, Inc.",Purity Diner,40860723,15,15,225,79,8,632,yes,yes,no,,,yes,yes,yes,7/2/2020,40.668007,-73.980635,306,39,153,3025740,3010880006,,
6883,Park Slope-Gowanus,Park Slope-Gowanus,Brooklyn,11215,Good Judy,"563 5th Avenue, Brooklyn, NY",1901-07-16T00:00:00.000,5th Avenue,{52D99F07-9226-4F7F-82F5-D033702B5677},both,Socoland Inc,Good Judy,50105202,14,7,98,14,8,112,yes,yes,yes,1323113,OP,no,,yes,7/2/2020,40.66533,-73.989496,307,39,141,3330587,3010480007,,
6924,Park Slope-Gowanus,Park Slope-Gowanus,Brooklyn,11215,Luck Thai Brooklyn,"386 5th ave, Brooklyn, NY",1901-01-20T00:00:00.000,5th ave,{DE22A0A1-F82D-4BA2-818A-6DC8A04E2AA8},both,Luck Thai Brooklyn inc,Luck Thai Brooklyn,50080442,21,4,84,21,8,168,yes,yes,yes,1313447,RW,no,,yes,7/2/2020,40.670904,-73.984878,306,39,137,3337626,3009930034,,
82,Prospect Heights,Prospect Heights,Brooklyn,11238,Bar Meridian,"406 Prospect Place, Brooklyn, NY",406,Prospect Place,9c770d46-be37-4849-8261-fce0f1f6143b,both,Prospective Crown LLC,Bar Meridian,50090489,34,10,340,18,7,126,yes,yes,yes,1317533,OP,no,,yes,6/19/2020,40.676419,-73.962971,308,35,205,3425633,3011617501,,
129,Prospect Heights,Prospect Heights,Brooklyn,11211,gran caffe de martini,"609  vanderbilt ave, Brooklyn, NY",609,vanderbilt ave,c04fea2f-df17-4873-8012-3910a01bada6,sidewalk,gran caffe de martini ltd,gran caffe de martini ltd,50075751,10,4,40,,,,yes,no,no,,,yes,yes,yes,6/19/2020,40.679102,-73.968331,308,35,205,3028196,3011450009,,
247,Prospect Heights,Prospect Heights,Brooklyn,11238,Bearded Lady,"686A Washington Avenue, Brooklyn, NY",686A,Washington Avenue,1432c9c5-ffe6-4097-87ab-7795bba923c8,roadway,Bogman LLC,Bearded Lady,41578515,,,,34,6,204,no,yes,yes,1253191,OP,no,,yes,6/19/2020,40.67738,-73.963692,308,35,205,3028558,3011530030,,
273,Prospect Heights,Prospect Heights,Brooklyn,11238,Bearded Lady,"686A Washington Avenue, Brooklyn, NY",686A,Washington Avenue,b8a8800d-a23c-4fbc-8084-6e87faa84be7,both,Bogman LLC,Bearded Lady,41578515,60,6,360,34,6,204,yes,yes,yes,1253191,OP,no,,yes,6/19/2020,40.67738,-73.963692,308,35,205,3028558,3011530030,,
326,Prospect Heights,Prospect Heights,Brooklyn,11238,Chuko,"565 Vanderbilt Ave, Brooklyn, NY",565,Vanderbilt Ave,960112b2-1829-43dc-80b4-401dc0547eb1,sidewalk,Bar Chuko LLC,Chuko,50009225,30,15,450,,,,yes,no,yes,1301431,RW,yes,yes,yes,6/19/2020,40.680839,-73.96771,308,35,203,3027660,3011300010,,
354,Prospect Heights,Prospect Heights,Brooklyn,11238,BierWax,"556  Vanderbilt Avenue , Brooklyn, NY",556,Vanderbilt Avenue,db74e402-ae75-48a3-87af-a905fdd9b548,sidewalk,BierWax LLC,BierWax,50073177,9,7,63,,,,yes,no,yes,1321147,OP,yes,yes,yes,6/19/2020,40.679966,-73.968046,308,35,163,3027876,3011370049,,
550,Prospect Heights,Prospect Heights,Brooklyn,11238,nourish,"637A Vanderbilt Ave, Brooklyn, NY",637A,Vanderbilt Ave,00b23326-7618-489b-822d-4901fd469b52,sidewalk,Heng Heng Group INC,Heng Heng Group INC,50062426,120,48,5760,,,,yes,no,yes,1304525,RW,yes,yes,yes,6/19/2020,40.678042,-73.968714,308,35,205,3028480,3011520005,,
650,Prospect Heights,Prospect Heights,Brooklyn,11238,Olde  Brooklyn bagel shoppe,"645  Vanderbilt ave , Brooklyn, NY",645,Vanderbilt ave,e1777301-26cd-4841-8961-2e4a9490d47c,both,645 bagels Corp,645 bagels Corp,50077163,12,10,120,15,9,135,yes,yes,no,,,yes,yes,yes,6/19/2020,40.677795,-73.9688,308,35,205,3255804,3011527502,,
705,Prospect Heights,Prospect Heights,Brooklyn,11238,Milk Bar,"620 Vanderbilt Avenue , Brooklyn, NY",620,Vanderbilt Avenue,00616ab3-a48f-4134-8386-62eb1e5a38f3,sidewalk,"Casual cafe partners, LLC",Milk Bar,50052366,12,12,144,,,,yes,no,no,,,yes,yes,yes,6/19/2020,40.677798,-73.968822,308,35,163,3028435,3011510054,,
862,Prospect Heights,Prospect Heights,Brooklyn,11217,Ki sushi,"282  Flatbush Avenue , Brooklyn, NY",282,Flatbush Avenue,d74a802d-0529-4405-8684-8bfc4d441a5e,sidewalk,Flatbush Japanese cuisine inc,Ki sushi,50057982,45,8,360,,,,yes,no,yes,1292948,RW,no,,yes,6/19/2020,40.678499,-73.973422,306,39,161,3018942,3009390031,,
1050,Prospect Heights,Prospect Heights,Brooklyn,11217,Sweet Polly,"71 Sixth Ave, Brooklyn, NY",71,Sixth Ave,ed43d70c-12db-484f-814e-fa009684ba6b,both,Barghost Corp.,Sweet Polly,50057576,20,18,360,20,18,360,yes,yes,yes,1292332,OP,no,,yes,6/19/2020,40.680531,-73.974575,308,35,161,3028034,3011430008,,
1612,Prospect Heights,Prospect Heights,Brooklyn,11238,weather up & co,"589 vanderbilt avenue, Brooklyn, NY",589,vanderbilt avenue,2d71e60e-a762-456d-82ee-25d1be54ecf7,both,ward 8 LLC,weather up,41314327,21,11,231,21,8,168,yes,yes,yes,1196249,OP,no,,yes,6/19/2020,40.679936,-73.968035,308,35,203,3027904,3011380009,,
1625,Prospect Heights,Prospect Heights,Brooklyn,11238,"Ciao, Gloria","550 Vanderbilt Avenue, Brooklyn, NY",550,Vanderbilt Avenue,f9291b36-e332-4079-86e2-cdb9742660a3,sidewalk,"Ciao, Gloria LLC","Ciao, Gloria",50096818,43,10,430,,,,yes,no,no,,,no,,yes,6/19/2020,40.680309,-73.967923,308,35,163,3418187,3011297501,,
2002,Prospect Heights,Prospect Heights,Brooklyn,11238,inaka asian cuisine,"597 vanderbilt ave, Brooklyn, NY",597,vanderbilt ave,{75151f43-928f-4dba-8873-725fcba98f22},sidewalk,inaka asian cuisine inc,inaka asian cuisine,41645944,20,21,420,,,,yes,no,yes,1259725,RW,yes,yes,yes,6/19/2020,40.679664,-73.968129,308,35,203,3027899,3011380003,,
2139,Prospect Heights,Prospect Heights,Brooklyn,11238,Underhill,"760 Dean Street, Brooklyn, NY",760,Dean Street,{bba29952-59c9-4db9-8af9-af119e55a35a},sidewalk,Underhill Cafe and Grill LLC,Underhill Cafe and Grill LLC,50074636,55,5,275,,,,yes,no,yes,1293820,RW,no,,yes,6/20/2020,40.679548,-73.96492,308,35,203,3027943,3011390009,,
2384,Prospect Heights,Prospect Heights,Brooklyn,11238,R&D Foods,"602 Vanderbilt Avenue, Brooklyn, NY",1901-08-24T00:00:00.000,Vanderbilt Avenue,{c261d360-5bdf-4cb0-8fe4-4a6c75dfbf03},sidewalk,R&D&W Market LLC,R&D Foods,50006550,10,10,100,,,,yes,no,no,,,yes,yes,yes,6/20/2020,40.678303,-73.968641,308,35,163,3028428,3011510046,,
2604,Prospect Heights,Prospect Heights,Brooklyn,11217,Sweet Chick,"636  Carlton Avenue , Brooklyn, NY",1901-09-27T00:00:00.000,Carlton Avenue,{018024de-7d74-48bb-81d8-55cb51a30c88},both,Sweet chick Flatbush LLC,Sweet chick,50066349,33,18,594,33,28,924,yes,yes,yes,1301046,OP,no,,yes,6/20/2020,40.677582,-73.972312,308,35,161,3028687,3011570001,,
2679,Prospect Heights,Prospect Heights,Brooklyn,11238,Eve's,"769  Washington Avenue, Brooklyn, NY",1902-02-07T00:00:00.000,Washington Avenue,{40ccd893-0e1e-4c56-85fa-c252c7af2900},both,Eve's 3 LLC,Eve's,41564907,13,6,78,13,8,104,yes,yes,yes,12517729,OP,no,,yes,6/20/2020,40.673839,-73.962991,308,35,215,3029426,3011740001,,
2694,Prospect Heights,Prospect Heights,Brooklyn,11238,NOURISH,"637A  VANDERBILT AVE, Brooklyn, NY",637A,VANDERBILT AVE,{af495791-c119-44b7-83b4-62146da705a6},both,HENG HENG GROUP INC,HENG HENG GROUP INC,50062426,96,24,2304,96,24,2304,yes,yes,yes,1304525,RW,yes,yes,yes,6/20/2020,40.678042,-73.968714,308,35,205,3028480,3011520005,,
2723,Prospect Heights,Prospect Heights,Brooklyn,11238,PUERTO VIEJO RESTAURANT CORP,"564 GRAND AVENUE, Brooklyn, NY",1901-07-17T00:00:00.000,GRAND AVENUE,{7fb338fe-bf0a-4c78-8f50-77938f067c20},both,PUERTO VIEJO RESTAURANT CORP.,PUERTO VIEJO DOMINICAN BISTRO,41665771,58,10,580,42,8,336,yes,yes,yes,1261781,RW,no,,yes,6/20/2020,40.678823,-73.962007,308,35,203,3337834,3011400033,,
2785,Prospect Heights,Prospect Heights,Brooklyn,11238,Lincoln Station,"409  Lincoln Place, Brooklyn, NY",1901-02-12T00:00:00.000,Lincoln Place,{6b519b30-93b0-4e2f-869a-142b811c0e83},both,Lincoln Station LLC,Lincoln Station,41711425,25,10,250,10,8,80,yes,yes,yes,1268046,RW,no,,yes,6/21/2020,40.672554,-73.96249,308,35,215,3029545,3011770001,,
2786,Prospect Heights,Prospect Heights,Brooklyn,11238,Finn's Corner,"660  Washington Ave, Brooklyn, NY",1901-10-21T00:00:00.000,Washington Ave,{2e50f3ab-ae73-4c2f-848a-70498ab3ff00},sidewalk,Finnister LLC.,Finn's Corner,41721550,56,6,336,,,,yes,no,yes,1267936,OP,no,,yes,6/21/2020,40.678365,-73.963882,308,35,205,3341614,3011460023,,
2822,Prospect Heights,Prospect Heights,Brooklyn,11238,Sit & Wonder,"688 Washington Avenue, Brooklyn, NY",1901-11-18T00:00:00.000,Washington Avenue,{99650b19-57c7-4c19-8f07-92e35d2aad6b},both,688 Washington LLC,Sit & Wonder,1310537FS,13,7,91,13,8,104,yes,yes,no,,,no,,yes,6/21/2020,40.67733,-73.963685,308,35,205,3028559,3011530032,,
2911,Prospect Heights,Prospect Heights,Brooklyn,11238,James,"605 Carlton Avenue, Brooklyn, NY",1901-08-27T00:00:00.000,Carlton Avenue,{f99efd26-7b03-49a1-86e6-3a3a4d232b8d},both,James Restaurant Group LLC,James Restaurant Group LLC,41339329,36,7,252,21,7,147,yes,yes,yes,1205348,OP,yes,yes,yes,6/21/2020,40.679023,-73.971763,308,35,163,3028392,3011510008,,
3213,Prospect Heights,Prospect Heights,Brooklyn,11238,Tom’s Restaurant,"782 Washington Avenue , Brooklyn, NY",1902-02-20T00:00:00.000,Washington Avenue,{02cb79df-7945-4754-86e9-17e8ff280fd6},sidewalk,Tom’s Restaurant Inc,Tom’s Restaurant Inc,41416298,90,20,1800,,,,yes,no,no,,,no,,yes,6/22/2020,40.674426,-73.96312,308,35,207,3029398,3011730046,,
3228,Prospect Heights,Prospect Heights,Brooklyn,11218,LOOK by Plant Love House,"622  Washington ave, Brooklyn, NY",1901-09-13T00:00:00.000,Washington ave,{d4406951-c1e1-4a94-84a8-d86497274317},both,Omsutip INC,LOOK by Plant Love House,50044571,18,12,216,18,18,324,yes,yes,no,,,no,,yes,6/22/2020,40.679831,-73.964163,308,35,203,3027684,3011310018,,
3371,Prospect Heights,Prospect Heights,Brooklyn,11238,Citrico,"681 Washington Avenue, Brooklyn, NY",1901-11-11T00:00:00.000,Washington Avenue,{b1af95c5-b394-43d4-8cf6-4cbd9c3272e6},sidewalk,Luneta LLC,Luneta LLC,50008218,15,6,90,,,,yes,no,yes,1291518,OP,no,,yes,6/22/2020,40.676894,-73.963584,308,35,205,3325277,3011540001,,
3475,Prospect Heights,Prospect Heights,Brooklyn,11238,LOOK,"622  Washington ave, Brooklyn, NY",1901-09-13T00:00:00.000,Washington ave,{6b3a2f74-9a16-441a-8432-74fda5dcd0d8},both,omsutip inc,LOOK by Plant Love House,50044571,18,15,270,9,18,162,yes,yes,yes,1292679,RW,no,,yes,6/22/2020,40.679831,-73.964163,308,35,203,3027684,3011310018,,
3562,Prospect Heights,Prospect Heights,Brooklyn,11238,Maison Yaki,"626 Vanderbilt Ave, Brooklyn, NY",1901-09-17T00:00:00.000,Vanderbilt Ave,{65e4b202-a669-4c4a-8ca1-015e9d1814af},both,626 VAN LLC,Maison Yaki,50090629,14,13,182,14,8,112,yes,yes,yes,1306810,OP,yes,yes,yes,6/22/2020,40.677439,-73.968952,308,35,163,3028740,3011580045,,
3570,Prospect Heights,Prospect Heights,Brooklyn,11238,Olmsted,"659-661 Vanderbilt Ave, Brooklyn, NY",659-661,Vanderbilt Ave,{85202f50-bdf9-4eee-8283-fdf4b175e19c},both,Olmsted LLC,Olmsted,50090939,28,16,448,28,8,224,yes,yes,yes,1303209,OP,yes,yes,yes,6/22/2020,40.677222,-73.96901,308,35,205,3028860,3011590106,,
3735,Prospect Heights,Prospect Heights,Brooklyn,11238,Ode to Babel,"772 Dean Street, Brooklyn, NY",1902-02-10T00:00:00.000,Dean Street,{3ea88656-507d-4bd3-86cb-25980c8b4b54},both,Aleim Adorn Inc.,Ode to Babel,50038892,16,18,288,28,8,224,yes,yes,yes,1286279,OP,no,,yes,6/22/2020,40.679474,-73.964574,308,35,203,3325246,3011390014,,
4213,Prospect Heights,Prospect Heights,Brooklyn,11238,Konditori,"696 Washington Ave, Brooklyn, NY",696,Washington Ave,{592ACEE2-3D7A-46EC-810A-F41CBB65009C},both,PIRK Washington LLC,PIRK Washington LLC,50003699,12,3,36,15,6,90,yes,yes,no,,,no,,yes,6/23/2020,40.677135,-73.963649,308,35,205,3028561,3011530034,,
4224,Prospect Heights,Prospect Heights,Brooklyn,11238,White Tiger,"601 Vanderbilt Ave, Brooklyn, NY",601,Vanderbilt Ave,{7535B8C5-7BE0-48B8-8B25-857B7C94CEBA},sidewalk,"Vanderbergen, Inc.",White Tiger,50097100,60,14,840,,,,yes,no,yes,1188820,RW,yes,yes,yes,6/23/2020,40.67953,-73.968176,308,35,203,3337830,3011380001,,
4268,Prospect Heights,Prospect Heights,Brooklyn,11225,LaLou,"581 Vanderbilt Ave, Brooklyn, NY",581,Vanderbilt Ave,{E411EA01-C9E3-4044-8C4C-366389482EB9},both,Wine People LLC,LaLou,599938,25,8,200,10,8,80,yes,yes,yes,1317649,OP,no,,yes,6/23/2020,40.680364,-73.96788,308,35,203,3027653,3011300002,,
4332,Prospect Heights,Prospect Heights,Brooklyn,11238,Stocked Burger,"663 Washington Ave, Brooklyn, NY",663,Washington Ave,{15043313-BB5E-4D89-8606-2A708C371942},roadway,"The Sly Rose, LLC",Stocked Burger,50087762,,,,15,8,120,no,yes,yes,1316489,RW,no,,yes,6/23/2020,40.677333,-73.963663,308,35,205,3028590,3011540011,,
4333,Prospect Heights,Prospect Heights,Brooklyn,11238,Blue Marble Ice Creamn,"186 Underhill Avenue, Brooklyn, NY",186,Underhill Avenue,{C174D249-7C43-44E4-8A8D-0DEFEC6ECDB5},sidewalk,Blue Marble Underhill,Blue Marble Underhill,41622577,10,3,30,,,,yes,no,no,,,no,,yes,6/23/2020,40.674957,-73.96675,308,35,207,3029344,3011710056,,
4590,Prospect Heights,Prospect Heights,Brooklyn,11238,"Amorina, Cucina Rustica","624 Vanderbilt Ave, Brooklyn, NY",624,Vanderbilt Ave,{F1D0C319-9DAF-43C1-8C53-CBCBD23D97BF},both,"Zen Pizza,Inc","Amorina, Cucina Rustica",41086673,15,12,180,15,8,120,yes,yes,yes,1312212,OP,yes,yes,yes,6/23/2020,40.677488,-73.968934,308,35,163,3028739,3011580044,,
4607,Prospect Heights,Prospect Heights,Brooklyn,11238,Oxalis,"791 Washington Ave, Brooklyn, NY",791,Washington Ave,{18A06B06-DF03-4744-85E2-92E4F0983534},both,Oxalis Food LLC,Oxalis,50086011,15,17,255,15,8,120,yes,yes,yes,1312196,OP,no,,yes,6/23/2020,40.67296,-73.962815,308,35,215,3029549,3011770005,,
4835,Prospect Heights,Prospect Heights,Brooklyn,11238,Four & Twenty Blackbirds,"634 Dean St, Brooklyn, NY",1901-09-25T00:00:00.000,Dean St,{ABCD86AE-9F3F-4EC6-8DEB-DE07A33442C9},both,Four & Twenty Blackbirds,Four & Twenty Blackbirds,50060455,15,8,120,15,8,120,yes,yes,yes,865092,TW,no,,yes,6/24/2020,40.680453,-73.96926,308,35,163,3027866,3011370035,,
5253,Prospect Heights,Prospect Heights,Brooklyn,11238,Cataldo’s restaurant,"554  Vanderbilt avenue, Brooklyn, NY",1901-07-07T00:00:00.000,Vanderbilt avenue,{2337AAF7-6DA8-4E52-84E9-96BB805A4E41},sidewalk,Cataldo54inc,Cataldo’s restaurant,41377069,13,12,156,,,,yes,no,yes,1214122,OP,yes,yes,yes,6/25/2020,40.680021,-73.968024,308,35,163,3027875,3011370048,,
5264,Prospect Heights,Prospect Heights,Brooklyn,11238,Blue Marble Ice Cream,"186 Underhill Avenue, Brooklyn, NY",1900-07-04T00:00:00.000,Underhill Avenue,{D227C0B8-9EA2-4897-8CE8-89606FD9621B},both,Blue Marble Underhill,Blue Marble Underhill,41622577,10,3,30,10,8,80,yes,yes,no,,,no,,yes,6/25/2020,40.674957,-73.96675,308,35,207,3029344,3011710056,,
5465,Prospect Heights,Prospect Heights,Brooklyn,11238,MUSE THAI,"689 Washington Ave, Brooklyn, NY",1901-11-19T00:00:00.000,Washington Ave,{D1BBCB57-9145-42BA-819F-DCE2D78461E1},sidewalk,Good Luck 689 Corp.,MUSE,50060692,41,17,697,,,,yes,no,yes,1301396,OP,no,,yes,6/25/2020,40.676696,-73.963548,308,35,205,3325273,3011540001,,
5526,Prospect Heights,Prospect Heights,Brooklyn,11238,Bilt Bar,"583  Vanderbilt Avenue, Brooklyn, NY",1901-08-05T00:00:00.000,Vanderbilt Avenue,{8CF6EAAC-A9AE-442E-8E92-1677FCAD1C97},sidewalk,JH Hospitality Inc.,JH Hospitality Inc.,50094669,25,12,300,,,,yes,no,yes,1316814,OP,yes,yes,yes,6/25/2020,40.680304,-73.967901,308,35,203,3027652,3011300001,,
5542,Prospect Heights,Prospect Heights,Brooklyn,11238,Alta Calidad,"552  Vanderbilt Avenue, Brooklyn, NY",1901-07-05T00:00:00.000,Vanderbilt Avenue,{25EAE959-B76A-4C75-80E9-ED64C0781CAF},roadway,Malabar Kitchen LLC,Alta Calidad,50060021,,,,30,8,240,no,yes,yes,1300144,OP,yes,yes,yes,6/25/2020,40.680076,-73.968006,308,35,163,3027874,3011370047,,
5555,Prospect Heights,Prospect Heights,Brooklyn,11238,MEXICOCINA AGAVERIA,"708  WASHINGTON AVE, Brooklyn, NY",1901-12-08T00:00:00.000,WASHINGTON AVE,{B21989F7-4A06-484F-8E54-EC8CC0842A69},both,BROOKLYN CARNITAS LLC,MEXICOCINA AGAVERIA,50105065,11,14,154,11,8,88,yes,yes,yes,1288230,OP,no,,yes,6/25/2020,40.676842,-73.963595,308,35,205,3028586,3011530138,,
5571,Prospect Heights,Prospect Heights,Brooklyn,11238,Beer Street South,"550 Vanderbilt Ave, Brooklyn, NY",1901-07-03T00:00:00.000,Vanderbilt Ave,{27F6DEB5-B346-4C53-8F92-8876C21D59BD},sidewalk,Hops 550 LLC,Beer Street South,50101749,97,4,388,,,,yes,no,yes,1314955,OP,no,,yes,6/25/2020,40.680309,-73.967923,308,35,163,3418187,3011297501,,
5647,Prospect Heights,Prospect Heights,Brooklyn,11226,Cheryl's Global Soul Restaurant,"236 Underhill Avenue, Brooklyn, NY",1900-08-23T00:00:00.000,Underhill Avenue,{CE77034E-16A4-4CCC-826E-D975CD4AA773},both,Go Sky Com Inc,Cheryl's Global Soul  Restaurant,41191438,18,15,270,24,8,192,yes,yes,yes,1179828,OP,no,,yes,6/26/2020,40.673486,-73.967274,308,35,207,3029365,3011720040,,
5733,Prospect Heights,Prospect Heights,Brooklyn,11238,Olde Brooklyn Bagel,"645  Vanderbilt ave , Brooklyn, NY",1901-10-06T00:00:00.000,Vanderbilt ave,{DD0C08BE-9BEC-4B98-8063-0EF037EB6A7B},sidewalk,645 Bagels Corp,645 Bagels Corp,50077163,12,9,108,,,,yes,no,no,,,yes,yes,yes,6/26/2020,40.677795,-73.9688,308,35,205,3255804,3011527502,,
5735,Prospect Heights,Prospect Heights,Brooklyn,11238,Olde Brooklyn Bagels Shoppe,"645 Vanderbilt ave , Brooklyn, NY",1901-10-06T00:00:00.000,Vanderbilt ave,{8A9C1753-3768-4FD0-826F-1543C6BE6227},both,645 Bagels Corp,645 Bagels Corp,50077163,12,4,48,18,8,144,yes,yes,no,,,yes,yes,yes,6/26/2020,40.677795,-73.9688,308,35,205,3255804,3011527502,,
5741,Prospect Heights,Prospect Heights,Brooklyn,11238,Tooker Alley,"793 Washington Avenue, Brooklyn, NY",1902-03-03T00:00:00.000,Washington Avenue,{26271BB8-30E8-4D71-87BD-AA64ACD8308D},both,Hobohemia LLC,Hobohemia LLC,41680332,17,15,255,18,8,144,yes,yes,yes,1263021,OP,no,,yes,6/26/2020,40.672897,-73.962804,308,35,215,3029547,3011770003,,
5772,Prospect Heights,Prospect Heights,Brooklyn,11238,Penny House Cafe,"732 Washington Avenue, Brooklyn, NY",1902-01-01T00:00:00.000,Washington Avenue,{D54BC772-B8F7-46C8-8BA5-8DAC9438DB2E},roadway,"Amir Cafe, Inc.","Amir Cafe, Inc.",41469247,,,,12,8,96,no,yes,no,,,no,,yes,6/26/2020,40.676032,-73.963437,308,35,205,3028879,3011600042,,
5786,Prospect Heights,Prospect Heights,Brooklyn,11238,Brooklyn's Homeslice Pizzeria,"567 Vanderbilt Avenue, Brooklyn, NY",1901-07-20T00:00:00.000,Vanderbilt Avenue,{CB63CD79-7914-4195-83DC-6D9C20A894DB},roadway,567 Vanderbilt Pizza Corp,Brooklyn's Homeslice Pizzeria,41286260,,,,20,8,160,no,yes,no,,,yes,yes,yes,6/26/2020,40.680781,-73.967732,308,35,203,3027659,3011300009,,
5789,Prospect Heights,Prospect Heights,Brooklyn,11238,Zaytoons,"594 Vanderbilt Ave, Brooklyn, NY",1901-08-16T00:00:00.000,Vanderbilt Ave,{9C26CA73-EC10-4C03-8822-FFC03BA61106},sidewalk,594 Vanderbilt Ave Food Corp,Zaytoons,41286260,20,8,160,,,,yes,no,yes,1247805,RW,yes,yes,yes,6/26/2020,40.678734,-73.968486,308,35,163,3028150,3011440060,,
5968,Prospect Heights,Prospect Heights,Brooklyn,11238,Milk Bar,"620 Vanderbilt Avenue, Brooklyn, NY",1901-09-11T00:00:00.000,Vanderbilt Avenue,{A1A6D8D3-4A99-4568-8174-26C0F36A0C4C},sidewalk,"Casual Cafe Partners, LLC",Milk Bar,50052366,12,12,144,,,,yes,no,no,,,yes,yes,yes,6/27/2020,40.677798,-73.968822,308,35,163,3028435,3011510054,,
6464,Prospect Heights,Prospect Heights,Brooklyn,11217,Koto Sushi,"263 Flatbush Avenue, Brooklyn, NY",1900-09-19T00:00:00.000,Flatbush Avenue,{30EBAF70-D3CC-4E6E-8AD2-4D326D64A163},sidewalk,"Koto Sushi, INC.",Koto,50069955,24,6,144,,,,yes,no,yes,1303851,RW,no,,yes,6/29/2020,40.679943,-73.974445,308,35,161,3028029,3011430003,,
6585,Prospect Heights,Prospect Heights,Brooklyn,11238,Shanes Brooklyn Restaurant,"794 Washington Avenue , Brooklyn, NY",1902-03-04T00:00:00.000,Washington Avenue,{4A885453-67B3-41E6-8654-165370D92DCD},both,DeWill Restaurant Management Inc,Shanes Brooklyn Restaurant,50033605,60,8,480,60,8,480,yes,yes,yes,1307181,OP,no,,yes,6/30/2020,40.674168,-73.963073,308,35,207,3029402,3011730050,,
6768,Prospect Heights,Prospect Heights,Brooklyn,11238,Udom Thai restaurant,"661  Washington avenue, Brooklyn, NY",1901-10-22T00:00:00.000,Washington avenue,{4BBE9769-6C13-4E7A-8275-B52B3327295E},sidewalk,My Phu inc,My Phu inc,41556098,12,8,96,,,,yes,no,yes,1195797,RW,no,,yes,7/1/2020,40.677382,-73.963674,308,35,205,3028591,3011540012,,
248,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,HasenStuble,"1184 Nostrand Ave, Brooklyn, NY",1184,Nostrand Ave,9c49112a-a57d-4bac-8d2d-354ad9e4b882,sidewalk,Kuddelmuddel Corp,HasenStuble,50100165,25,23,575,,,,yes,no,yes,1319802,OP,no,,yes,6/19/2020,40.658436,-73.950399,309,40,802,3115617,3050440041,,
1627,Prospect Lefferts Gardens-Wingate,Prospect Lefferts Gardens-Wingate,Brooklyn,11225,Kulushkat,"1137 Washington Avenue , Brooklyn, NY",1137,Washington Avenue,a8dbe001-126f-426b-86a1-a468f2cd2ea7,both,Kulushkat 1137 LLC,Kulushkat,50042352,10,10,100,14,5,70,yes,yes,yes,841057,RW,no,,yes,6/19/2020,40.661171,-73.960695,309,40,79801,3340288,3013270001,,
